,GWO,AO,BBO,ARO
181,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
182,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
183,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
184,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
185,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
186,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
187,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
188,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
189,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
190,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
191,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
192,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
193,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
194,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
195,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
196,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
197,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
198,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
199,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
200,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
201,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
202,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
203,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
204,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
205,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
206,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
207,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
208,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
209,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
210,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
211,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
212,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
213,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
214,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
215,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
216,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
217,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
218,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
219,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
220,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
221,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
222,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
223,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
224,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
225,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
226,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
227,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
228,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
229,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
230,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
231,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
232,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
233,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
234,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
235,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
236,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
237,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
238,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
239,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
240,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
241,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
242,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
243,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
244,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
245,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
246,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
247,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
248,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
249,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
250,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
251,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
252,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
253,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
254,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
255,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
256,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
257,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
258,25620.537461874195,25620.537551150912,25620.766605207486,25620.53722884884
