,BBO,GWO,AO,ARO
335,22792.113042308432,22788.389738084734,22806.94866864933,22787.323552899044
336,22792.113042308432,22788.389738084734,22806.94866864933,22787.323552899044
337,22792.113042308432,22788.389738084734,22806.94866864933,22787.323552899044
338,22792.113042308432,22788.389738084734,22806.94866864933,22787.323552899044
339,22792.113042308432,22788.389738084734,22806.94866864933,22787.323552899044
340,22792.113042308432,22788.389738084734,22806.94866864933,22787.323552899044
341,22792.113042308432,22788.389738084734,22806.94866864933,22787.323552899044
342,22792.113042308432,22788.389738084734,22806.94866864933,22787.323552899044
343,22792.113042308432,22788.389738084734,22806.94866864933,22787.323552899044
344,22792.113042308432,22788.389738084734,22806.94866864933,22787.323552899044
345,22792.113042308432,22788.389738084734,22806.94866864933,22787.323552899044
346,22792.113042308432,22788.389738084734,22806.94866864933,22787.323552899044
347,22792.113042308432,22788.389738084734,22806.94866864933,22787.323552899044
348,22792.113042308432,22788.389738084734,22806.94866864933,22787.323552899044
349,22792.113042308432,22788.389738084734,22806.94866864933,22787.323552899044
350,22792.113042308432,22787.632366187787,22806.94866864933,22787.323552899044
351,22792.113042308432,22787.632366187787,22806.94866864933,22787.323552899044
352,22792.113042308432,22787.632366187787,22806.94866864933,22787.323552899044
353,22792.113042308432,22787.632366187787,22806.94866864933,22787.323552899044
354,22792.113042308432,22787.632366187787,22806.94866864933,22787.323552899044
355,22792.113042308432,22787.632366187787,22806.94866864933,22787.323552899044
356,22792.113042308432,22787.632366187787,22806.94866864933,22787.323552899044
357,22792.113042308432,22787.632366187787,22806.94866864933,22787.323552899044
358,22792.113042308432,22787.632366187787,22806.94866864933,22787.323552899044
359,22792.113042308432,22787.632366187787,22806.94866864933,22787.323552899044
360,22792.113042308432,22787.632366187787,22806.94866864933,22787.323552899044
361,22792.113042308432,22787.632366187787,22806.94866864933,22787.323552899044
362,22792.113042308432,22787.632366187787,22806.94866864933,22787.323552899044
363,22792.113042308432,22787.632366187787,22806.94866864933,22787.323552899044
364,22792.113042308432,22787.632366187787,22806.94866864933,22787.323552899044
365,22792.113042308432,22787.632366187787,22806.94866864933,22787.323552899044
366,22792.113042308432,22787.632366187787,22798.93414737864,22787.323552899044
367,22792.113042308432,22787.632366187787,22798.93414737864,22787.323552899044
368,22792.113042308432,22787.632366187787,22798.93414737864,22787.323552899044
369,22789.02730700565,22787.632366187787,22798.93414737864,22787.323552899044
370,22789.02730700565,22787.632366187787,22798.93414737864,22787.323552899044
371,22789.02730700565,22787.632366187787,22798.93414737864,22787.323552899044
372,22789.02730700565,22787.632366187787,22798.93414737864,22787.323552899044
373,22789.02730700565,22787.632366187787,22798.93414737864,22787.323552899044
374,22789.02730700565,22787.632366187787,22798.93414737864,22787.323552899044
375,22789.02730700565,22787.632366187787,22798.93414737864,22787.323552899044
376,22789.02730700565,22787.632366187787,22798.93414737864,22787.323552899044
377,22789.02730700565,22787.632366187787,22798.93414737864,22787.323552899044
378,22789.02730700565,22787.632366187787,22798.93414737864,22787.323552899044
379,22789.02730700565,22787.632366187787,22798.93414737864,22787.323552899044
380,22789.02730700565,22787.632366187787,22798.93414737864,22787.323552899044
381,22789.02730700565,22787.632366187787,22798.93414737864,22787.323552899044
382,22789.02730700565,22787.632366187787,22798.93414737864,22787.323552899044
383,22789.02730700565,22786.958916615775,22798.93414737864,22787.323552899044
384,22789.02730700565,22786.958916615775,22798.93414737864,22787.323552899044
385,22789.02730700565,22786.958916615775,22798.93414737864,22787.323552899044
386,22789.02730700565,22786.958916615775,22798.93414737864,22787.323552899044
387,22789.02730700565,22786.958916615775,22798.93414737864,22787.323552899044
388,22789.02730700565,22786.958916615775,22798.93414737864,22787.323552899044
389,22789.02730700565,22786.958916615775,22798.93414737864,22787.323552899044
390,22789.02730700565,22786.958916615775,22798.93414737864,22787.323552899044
391,22789.02730700565,22786.958916615775,22798.93414737864,22787.323552899044
392,22789.02730700565,22786.958916615775,22798.93414737864,22787.323552899044
393,22789.02730700565,22786.958916615775,22798.93414737864,22787.323552899044
394,22789.02730700565,22786.958916615775,22798.93414737864,22787.323552899044
395,22789.02730700565,22786.958916615775,22798.93414737864,22787.323552899044
396,22789.02730700565,22786.958916615775,22798.93414737864,22787.323552899044
397,22789.02730700565,22786.958916615775,22798.93414737864,22787.323552899044
398,22789.02730700565,22786.958916615775,22798.93414737864,22787.323552899044
399,22789.02730700565,22786.958916615775,22798.93414737864,22787.323552899044
