,GWO,AO,BBO,ARO
0,22652.36067349909,24048.831323729155,22436.563983055334,21242.505005138853
1,22652.36067349909,24048.831323729155,22436.563983055334,21242.505005138853
2,22239.28979457225,23704.85554854638,22436.563983055334,20976.11022160428
3,22028.321570162112,23239.12167192532,22009.01550537941,20976.11022160428
4,21654.54795650592,23220.10298671028,22009.01550537941,20976.11022160428
5,21236.873466541176,23220.10298671028,21316.848418128273,20976.11022160428
6,21236.873466541176,23220.10298671028,21316.848418128273,20976.11022160428
7,21017.594566444408,23192.639757056306,21316.848418128273,20976.11022160428
8,21017.594566444408,23126.79133906591,21011.424522466295,20976.11022160428
9,21017.594566444408,23126.79133906591,21011.424522466295,20976.11022160428
10,21017.594566444408,23126.79133906591,21011.424522466295,20976.11022160428
11,21017.594566444408,23126.79133906591,20965.453238540234,20821.59283383198
12,21017.594566444408,23126.79133906591,20965.453238540234,20821.59283383198
13,21017.594566444408,23126.79133906591,20965.453238540234,20821.59283383198
14,21017.594566444408,23126.79133906591,20965.453238540234,20821.59283383198
15,21017.594566444408,23126.79133906591,20965.453238540234,20821.59283383198
16,21017.594566444408,23126.79133906591,20965.453238540234,20821.59283383198
17,21017.594566444408,23126.79133906591,20965.453238540234,20821.59283383198
18,21017.594566444408,22999.093221271498,20965.453238540234,20821.59283383198
19,21017.594566444408,22648.216512874074,20965.453238540234,20821.59283383198
20,21017.594566444408,22648.216512874074,20965.453238540234,20764.672000552455
21,21017.594566444408,22648.216512874074,20965.453238540234,20764.672000552455
22,21017.594566444408,22648.216512874074,20965.453238540234,20764.672000552455
23,21017.594566444408,22293.802696233477,20965.453238540234,20764.672000552455
24,21017.594566444408,22293.802696233477,20965.453238540234,20764.672000552455
25,21017.594566444408,21975.387424179313,20965.453238540234,20764.672000552455
26,21017.594566444408,21975.387424179313,20965.453238540234,20764.672000552455
27,20857.58537618747,21975.387424179313,20965.453238540234,20764.672000552455
28,20857.58537618747,21975.387424179313,20915.751181066844,20764.672000552455
29,20857.58537618747,21975.387424179313,20915.751181066844,20764.672000552455
30,20857.58537618747,21975.387424179313,20915.751181066844,20764.672000552455
31,20857.58537618747,21975.387424179313,20915.751181066844,20764.672000552455
32,20857.58537618747,21975.387424179313,20915.751181066844,20764.672000552455
33,20857.58537618747,21975.387424179313,20915.751181066844,20764.672000552455
34,20857.58537618747,21975.387424179313,20915.751181066844,20764.672000552455
35,20857.58537618747,21975.387424179313,20915.751181066844,20764.672000552455
36,20857.58537618747,21975.387424179313,20915.751181066844,20764.672000552455
37,20857.58537618747,21823.897603338082,20915.751181066844,20764.672000552455
38,20857.58537618747,21823.897603338082,20915.751181066844,20764.672000552455
39,20857.58537618747,21823.897603338082,20915.751181066844,20764.672000552455
40,20857.58537618747,21823.897603338082,20915.751181066844,20764.672000552455
41,20857.58537618747,21823.897603338082,20915.751181066844,20764.672000552455
42,20857.58537618747,21823.897603338082,20915.751181066844,20764.672000552455
43,20857.58537618747,21823.897603338082,20915.751181066844,20764.672000552455
44,20857.58537618747,21823.897603338082,20915.751181066844,20764.672000552455
45,20857.58537618747,21823.897603338082,20915.751181066844,20764.672000552455
46,20857.58537618747,21823.897603338082,20915.751181066844,20764.672000552455
47,20857.58537618747,21823.897603338082,20915.751181066844,20764.672000552455
