,GWO,AO,ARO,BBO
282,22789.482845420527,22841.91560212007,22788.993990153474,22793.87502535595
283,22789.482845420527,22841.91560212007,22788.993990153474,22793.87502535595
284,22789.482845420527,22841.91560212007,22788.34669017914,22793.87502535595
285,22789.482845420527,22841.91560212007,22788.34669017914,22793.87502535595
286,22789.482845420527,22841.91560212007,22788.34669017914,22793.87502535595
287,22789.482845420527,22841.91560212007,22788.34669017914,22793.87502535595
288,22789.482845420527,22841.91560212007,22788.34669017914,22793.87502535595
289,22789.482845420527,22841.91560212007,22788.34669017914,22793.87502535595
290,22789.482845420527,22841.91560212007,22788.34669017914,22793.87502535595
291,22789.482845420527,22841.91560212007,22788.34669017914,22793.87502535595
292,22789.482845420527,22841.91560212007,22788.34669017914,22793.87502535595
293,22789.482845420527,22841.91560212007,22788.34669017914,22793.87502535595
294,22789.482845420527,22841.91560212007,22788.34669017914,22793.87502535595
295,22789.482845420527,22841.91560212007,22788.34669017914,22793.87502535595
296,22789.482845420527,22841.91560212007,22788.34669017914,22793.87502535595
297,22789.482845420527,22841.91560212007,22788.34669017914,22793.87502535595
298,22789.482845420527,22841.91560212007,22788.34669017914,22793.87502535595
299,22789.482845420527,22841.91560212007,22788.34669017914,22793.87502535595
300,22789.482845420527,22841.91560212007,22788.34669017914,22793.87502535595
301,22789.482845420527,22841.91560212007,22788.34669017914,22793.87502535595
302,22789.482845420527,22841.91560212007,22788.34669017914,22793.87502535595
303,22789.482845420527,22841.91560212007,22788.34669017914,22793.87502535595
304,22789.482845420527,22841.91560212007,22788.34669017914,22793.87502535595
305,22789.482845420527,22841.91560212007,22788.34669017914,22793.87502535595
306,22789.482845420527,22841.91560212007,22788.34669017914,22793.87502535595
307,22789.482845420527,22841.91560212007,22788.34669017914,22793.87502535595
308,22789.482845420527,22841.91560212007,22788.34669017914,22793.87502535595
309,22789.482845420527,22841.91560212007,22788.34669017914,22793.87502535595
310,22789.482845420527,22841.91560212007,22788.34669017914,22793.87502535595
311,22789.482845420527,22841.91560212007,22788.34669017914,22793.87502535595
312,22789.482845420527,22841.91560212007,22788.34669017914,22793.87502535595
313,22789.482845420527,22841.91560212007,22788.34669017914,22793.87502535595
314,22789.482845420527,22841.91560212007,22788.34669017914,22793.87502535595
315,22789.482845420527,22841.91560212007,22788.34669017914,22793.87502535595
